Show_id,Type,Title,Director,Cast,Country,Date_added,Release_year,Rating,Duration,Listed_in,Description,Data_Quality_notes
s4793,Movie,Chalte Chalte,Aziz Mirza,ShahRukhKhanRaniMukerjiJasAroraSatishShahRajivVermaLilleteDubeyJayshreeTJohnyLever,India,"July 1, 2018",2003,TV-14,166 min,"Dramas, International Movies, Romantic Movies",Priya and Raj are polar opposites Raj is brash and earthy while Pirya is sophisticated and something of a perfectionist in all she does They really are like oil and water but nonetheless they dare to fall in love,
s4794,Movie,Deewana Main Deewana,KC Bokadia,GovindaPriyankaChopraKaderKhanPremChopraShaktiKapoorSharatSaxenaHimaniShivpuriJohnnyLever,India,"July 1, 2018",2013,TV-14,107 min,"Comedies, Dramas, International Movies",A mans instant attraction to a woman becomes an obsession as he adopts a friends identity and even commits murder in order to get closer to her,
s4795,Movie,Duck Butter,Miguel Arteta,AliaShawkatLaiaCostaMaeWhitmanHongChauKateBerlantLindsayBurdgeKumailNanjianiMarkDuplassJayDuplassJennyOHara,United States,"July 1, 2018",2018,TV-MA,94 min,"Dramas, Independent Movies, LGBTQ Movies",Wary of dishonesty in relationships two young women embark on a 24hour experiment on intimacy but their romance flounders as the clock winds down,
s4796,Movie,I Am Kalam,Nila Madhab Panda,GulshanGroverHarshMayarPitobashHussanSaadBeatriceOrdeixSanjayChauhan,India,"July 1, 2018",2010,TV-PG,87 min,"Children & Family Movies, Comedies, Dramas",An intelligent boy born into poverty befriends the son of a once noble family and is inspired by the life of Indias president to pursue an education,
s4797,Movie,My Birthday Song,Samir Soni,SanjaySuriNoraFatehiZeniaStarrSuparnaKrishnaElenaKazan,India,"July 1, 2018",2018,TV-14,92 min,"Dramas, International Movies, Thrillers",After a wild night of impulse and infidelity advertising executive Rajiv Kaul must navigate the blurred lines between life death fact and fiction,
s4798,Movie,Namastey London,Vipul Amrutlal Shah,AkshayKumarKatrinaKaifRishiKapoorUpenPatelJavedSheikhNinaWadiaCliveStandenTiffanyMulheron,India,"July 1, 2018",2007,TV-14,130 min,"Comedies, Dramas, International Movies",To her Indian parents dismay Londonborn Jasmeet Jazz Malhotra longs for everything Western including her British boyfriend On a family trip to India her father arranges Jazzs nuptials to Arjun Ballu Singh whos smitten with his new bride,
s4799,Tv Show,NCIS,unknown,MarkHarmonMichaelWeatherlyPauleyPerretteDavidMcCallumSeanMurrayCotedePabloBrianDietzenRockyCarrollLaurenHollySashaAlexanderJoeSpanoAlanDaleEmilyWickershamPanchoDemmings,United States,"July 1, 2018",2017,TV-14,15 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",Follow the quirky agents of the NCIS  the Naval Criminal Investigative Service  as they track down terrorists and other highprofile criminals,
s4800,Movie,Soul Robbers,Juan Antonio de la Riva,SofaSisniegaNatashaDupeyronAnaSofaDurnJavierEscobarLuisGaticaJuanngelEsparzaJorgeLuisMorenoArnulfoReyesSanchezTizocArroyoJosEnotRicardoDalmacciHardingJuniorClaudineSosaPabloValentn,Mexico,"July 1, 2018",2015,TV-14,88 min,"Horror Movies, International Movies",During Mexicos War of Independence a group of men face unimaginable horrors when they attempt to steal from the seemingly helpless Cordero sisters,
s4801,Movie,Tum Milo Toh Sahi,Kabir Sadanand,NanaPatekarDimpleKapadiaSunilShettyVidyaMalvadeRehanKhanAnjanaSukhaniMohnishBahlVrajeshHirjee,India,"July 1, 2018",2010,TV-14,128 min,"Comedies, Dramas, International Movies",An astute but oldfashioned law clerk steps up to help the owner of a cafe in a legal battle that has both business and personal ramifications,
s4802,Movie,What We Started,Bert Marcus Cyrus Saidi,unknown,United States,"July 1, 2018",2017,TV-MA,96 min,"Documentaries, Music & Musicals",DJs and industry insiders offer a backstage pass to the world of electronic dance music reflecting on its radical origins and the future of the genre,
s4803,Movie,Zoo,Shlok Sharma,ShashankAroraShwetaTripathiRahulKumarGopalKSinghYogeshKurmePrinceDaniel,India,"July 1, 2018",2018,TV-MA,94 min,"Dramas, Independent Movies, International Movies",A drug dealer starts having doubts about his trade as his brother his client and two rappers from the slums each battle their own secret addictions,
s4804,Movie,Bill Burr You People Are All the Same,Jay Karas,BillBurr,United States,"June 30, 2018",2012,TV-MA,69 min,Stand-Up Comedy,Funnyman Bill Burr takes the stage to uncork a profanitylaced incisive routine that pokes fun at plastic surgery reality TV gold diggers and more,
s4805,Tv Show,Somewhere Between,unknown,PaulaPattonDevonSawaJRBourneAriaBirchCatherineBarrollSamanthaFerrisImogenTearDanielBaconCarmelAmitNoelJohansenRebeccaStaab,United States,"June 30, 2018",2017,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",A local news producer is given one chance to relive a deadly week and stop a serial killer If she fails shell lose her daughter forever,
s4806,Movie,The Maus,Yayo Herrero,AlmaTerzicAugustWittgensteinAleksandarSeksanSaninMilavicDianaFernndezPrezEllaJazz,Spain,"June 30, 2018",2017,TV-MA,90 min,"Horror Movies, Independent Movies, International Movies",While traveling with her German boyfriend Selma is confronted by the violent remnants of the Bosnian War and the ethnic cleansing her family faced,
s4807,Movie,Calibre,Matt Palmer,JackLowdenMartinMcCannTonyCurranIanPirieCameronJack,United Kingdom,"June 29, 2018",2018,TV-MA,101 min,"Dramas, International Movies, Thrillers",Two lifelong friends on a hunting trip in Scotland find their nerves  and their morals  ruthlessly tested after a harrowing turn of events,
s4808,Tv Show,Churchills Secret Agents The New Recruits,unknown,unknown,United Kingdom,"June 29, 2018",2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Reality TV",In this historysteeped reality series 14 contestants undergo the same rigorous fourday selection process as Britains topsecret World War II spies,
s4809,Movie,Jani Dueas Grandes fracasos de ayer y hoy,Ral Campos Jan Suter,JaniDueas,Chile,"June 29, 2018",2018,TV-MA,77 min,Stand-Up Comedy,Chilean comedian and personality Jani Dueas pours out her feelings on issues that are all too universal from aging to dieting to sex,
s4810,Tv Show,Kiss Me First,unknown,TallulahHaddonSimonaBrownMatthewBeardMatthewAubrey,"United Kingdom, United States","June 29, 2018",2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",A lonely young woman hooked on a virtual reality game befriends a party girl who leads her into a world of new thrills and dark secrets,
s4811,Movie,Penalty Kick,Rodrigo Triana,AdrinUribeJuliethRestrepoCarlosManuelVesgaJosSefamiMaryPazMataAliciaSandovalTeresaMonroyEduardoIbarrola,"Colombia, Mexico","June 29, 2018",2018,TV-14,89 min,"Comedies, Dramas, International Movies",Convinced Mexico will lose the World Cup qualifier without him a soccer superfan faces an impossible choice when family obligations stand in his way,
s4812,Movie,Recovery Boys,Elaine McMillion Sheldon,unknown,United States,"June 29, 2018",2018,TV-MA,90 min,Documentaries,In a region ravaged by opioid abuse four young men in a farmingbased rehab forge a bond as they try to reinvent their lives after years of addiction,
s4813,Movie,TAU,Federico DAlessandro,MaikaMonroeEdSkreinGaryOldman,United States,"June 29, 2018",2018,R,98 min,"Sci-Fi & Fantasy, Thrillers",Kidnapped by an inventor who uses her as a test subject to perfect his robotic AI a streetsmart young woman tries to escape her hightech prison,
s4814,Tv Show,Hotel Transylvania,unknown,BrynMcAuleyEvanyRosenGageMunroeJosephMotikiDanChameroyDavidBerniJohnMcGrath,"United States, Canada","June 26, 2018",2017,TV-Y7,1 Season,"Kids' TV, TV Comedies",With her dad away Mavis is so ready for adventure  if strict Aunt Lydia doesnt stop her first Set four years before the Hotel Transylvania film,
s4815,Movie,W Kamau Bell Private School Negro,Shannon Hartman,WKamauBell,United States,"June 26, 2018",2018,TV-MA,66 min,Stand-Up Comedy,Comedian W Kamau Bell muses on parenting in the Trump era free speech dustups woke childrens TV and his fear of going off the grid,
s4816,Tv Show,Borges,unknown,ThatiLopesAntonioPedroTabetKarinaRamilRafaelPortugalLuisLobianco,Brazil,"June 25, 2018",2018,TV-MA,1 Season,"International TV Shows, TV Comedies",Left deeply in debt after their boss flees the country four import company employees start producing online video content to keep themselves afloat,
s4817,Movie,Expelled from Paradise,Seiji Mizushima,RieKugimiyaWendeeLeeShinichiroMikiSteveBlumHiroshiKamiyaJohnnyYongBosch,Japan,"June 25, 2018",2014,TV-MA,103 min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",In the wake of a global catastrophe the human survivors are uploaded into a cyber network but someone or something is infiltrating the system,
s4818,Movie,To Each Her Own,Myriam Aziza,SarahSternJeanChristopheFollyJuliaPiatonAriElmalehClmentinePoidatzStphaneDebacRichardBerryCatherineJacob,France,"June 24, 2018",2018,TV-MA,95 min,"Comedies, International Movies, LGBTQ Movies",Just as Simone works up the courage to tell her conservative Jewish family shes a lesbian she finds herself attracted to a male Senegalese chef,
s4819,Tv Show,Life Sentence,unknown,LucyHale,United States,"June 23, 2018",2018,TV-14,1 Season,TV Dramas,Cured of what she thought was terminal cancer Stella Abbott faces a slew of experiences  good and bad  resulting from years of living for today,
s4820,Movie,Brain on Fire,Gerard Barrett,ChloGraceMoretzThomasMannRichardArmitageJennySlateCarrieAnneMossTylerPerryAlexZahara,"United States, Canada, Ireland","June 22, 2018",2016,PG-13,89 min,"Dramas, Independent Movies, International Movies",Stricken with seizures psychosis and memory loss a young New York Post reporter visits doctor after doctor in search of an elusive diagnosis,
s4821,Movie,Derren Brown Miracle,unknown,DerrenBrown,United Kingdom,"June 22, 2018",2018,TV-MA,74 min,International Movies,Illusionist Derren Brown reinvents the concept of faith healing through a series of stunts that debunk the confines of fear pain and disbelief,
s4822,Tv Show,Marvels Luke Cage,unknown,MikeColterAlfreWoodardRosarioDawsonSimoneMissickMahershalaAliErikLaRayHarveyTheoRossiFrankWhaleyFrankieFaisonSoniaBragaRonCephasJones,United States,"June 22, 2018",2018,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",A hoodiewearing unbreakable excon fights to clear his name and save his neighborhood He wasnt looking for a fight but the people need a hero,
s4823,Movie,Us and Them,Rene Liu,JingBoranZhouDongyuZhuangzhuangTianQuZhemingZhangZixian,China,"June 22, 2018",2018,TV-MA,119 min,"Dramas, International Movies, Romantic Movies",Two strangers meet on a train and form a bond that evolves over the years After a separation they reconnect and reflect on their love for each other,
s4824,Movie,Hannah Gadsby Nanette,Madeleine Parry Jon Olb,HannahGadsby,Australia,"June 19, 2018",2018,TV-MA,70 min,Stand-Up Comedy,Australian comic Hannah Gadsby reshapes standard standup by pairing punchlines with personal revelations on gender sexuality and childhood turmoil,
s4825,Tv Show,Club de Cuervos Presents The Ballad of Hugo Snchez,unknown,JessZavalaIanisGuerreroMauroMauadRenatoGutzRalBrionesMarkinLpezGuillermoDorantesMarthaClaudiaMorenoAldoEscalanteSergioMayerPaolaMorenoPedroMiguelArce,United States,"June 18, 2018",2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",Chava Iglesiass doting personal assistant Hugo Snchez is tasked with leading Club de Cuervos to victory in Nicaragua  if only his mom will let him,
s4826,Movie,Lust Stories,Zoya Akhtar Karan Johar Anurag Kashyap Dibakar Banerjee,VickyKaushalBhumiPednekarRadhikaApteNehaDhupiaManishaKoiralaAkashThosarRandeepJhaNeilBhoopalamJaideepAhlawatSanjayKapoorKiaraAdvani,India,"June 15, 2018",2018,TV-MA,121 min,"Comedies, Dramas, International Movies",In the companion to 2013s Bombay Talkies four short films by four of Indias biggest directors explore love sex and relationships in modern India,
s4827,Movie,Maktub,Oded Raz,GuyAmirHananSavyonItzikCohenIgalNaor,Israel,"June 15, 2018",2018,TV-MA,106 min,"Comedies, International Movies",After surviving a bomb attack two lowlevel mobsters in Jerusalem change their ways and set about making strangers Wailing Wall prayers come true,
s4828,Movie,Pacificum Return to the Ocean,Mariana Tschudi Hctor Glvez,unknown,Peru,"June 15, 2018",2017,TV-G,74 min,"Documentaries, International Movies",Four scientists offer a sweeping yet intimate exploration of Perus majestic coastline by land sea and air,
s4829,Movie,Set It Up,Claire Scanlon,ZoeyDeutchGlenPowellLucyLiuTayeDiggsMeredithHagnerPeteDavidsonTitussBurgess,United States,"June 15, 2018",2018,TV-MA,106 min,"Comedies, Romantic Movies",In desperate need of a break from the office two beleaguered assistants team up to trick their workaholic bosses into falling in love,
s4830,Movie,Sundays Illness,Ramn Salazar,BrbaraLennieSusiSnchezMiguelngelSolRichardBohringer,Spain,"June 15, 2018",2017,PG-13,113 min,"Dramas, Independent Movies, International Movies",Decades after being abandoned as a young child Chiara finds her mother and asks her to spend 10 days together in a remote location,
s4831,Movie,The last hour,Eduardo Mendoza de Echave,PietroSibilleNidiaBermejoTooVegaTommyPrragaFaustoMolinaKaterinaDOnofrioHaysenPercovichEmilramCossoSandroCaldernTonyDulzaidez,"Chile, Peru","June 15, 2018",2017,TV-MA,119 min,"Dramas, International Movies",In this compelling true story two Peruvian detectives go undercover to locate and capture the elusive leader of the Shining Path guerrilla army,
s4832,Tv Show,True Magical Friends,unknown,MichelaLuciJamieWatsonAnnaClaireBartlamDanteZeeEricPeterson,unknown,"June 15, 2018",2018,TV-Y,1 Season,Kids' TV,The power of friendship can solve any problem  and the Rainbow Kingdoms got plenty to go around Cue Bartleby and True for the rescue,
s4833,Tv Show,True Wonderful Wishes,unknown,MichelaLuciJamieWatsonAnnaClaireBartlamDanteZeeEricPeterson,unknown,"June 15, 2018",2018,TV-Y,1 Season,Kids' TV,Dogooding True and Bartleby will go anywhere to make wishes come true  from the bottom of the Living Sea to the tip of Mount Tippy Tippy Top,
s4834,Movie,Alex Strangelove,Craig Johnson,DanielDohenyMadelineWeinsteinAntonioMarzialeDanielZolghadriAnnieQNikDodaniFredHechingerKathrynErbeIsabellaAmaraSophieFaulkenberry,United States,"June 8, 2018",2018,TV-MA,100 min,"Comedies, Dramas, Independent Movies",High school senior Alex Trueloves plan to lose his virginity to lovable girlfriend Claire goes awry when he meets the equally lovable Elliot,
s4835,Movie,Alis Wedding,Jeffrey Walker,OsamahSamiDonHanyHelanaSawiresFrancesDucaMajidShokorRodneyAfifGhaziAlkinaniRyanCorr,Australia,"June 8, 2018",2018,TV-MA,110 min,"Comedies, Independent Movies, International Movies",After telling a white lie that spins out of control the son of an Iraqiborn cleric in Melbourne becomes torn between family duty and his own heart,
s4836,Movie,Franco Escamilla Por la ancdota,Ulises Valencia,FrancoEscamilla,Mexico,"June 8, 2018",2018,TV-MA,66 min,Stand-Up Comedy,Mexican standup comedian Franco Escamilla draws his jokes from reallife experiences  and hes willing to do anything for new material,
s4837,Tv Show,The Staircase,unknown,unknown,France,"June 8, 2018",2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, TV Mysteries",Accident or murder After the mysterious death of his wife author Michael Peterson watches his life go under the microscope,
s4838,Tv Show,The Night Shift,unknown,EoinMackenJillFlintFreddyRodrguezKenLeungBrendanFehrJeananneGoossenJRLemonRobertBaileyJrDaniellaAlonsoCatharinePilafas,United States,"June 7, 2018",2017,TV-14,4 Seasons,TV Dramas,After returning from a dangerous tour of duty an Army doctor finds that working the night shift at a San Antonio hospital can be treacherous too,
s4839,Tv Show,Dinosaur King,unknown,MegumiMatsumotoMatsuriMizuguchiTomokoKobashiAsukaTaniiSeikoTamuraVeronicaTaylorSebastianArcelusKetherDonohueRachaelLillisMadeleineBlaustein,Japan,"June 2, 2018",2008,TV-Y7,2 Seasons,"Anime Series, Kids' TV",Aided by tablets found near a downed meteorite Max Rex and Zoe race the evil Alpha Gang as they travel the globe in search of living dinosaurs,
s4840,Movie,BA Pass 2,Shadab Khan,KritikaSachdevaSashoSanghmitraHitaishiIndraneilSenguptaSaurabhDubeyShubhangiLatkarSukhbirKaurLambaAravChowdharry,India,"June 1, 2018",2017,TV-14,126 min,"Dramas, International Movies",A young woman eager to avoid an arranged marriage moves to Mumbai where she learns hard truths about show business life and love,
s4841,Movie,Bad Genius,Nattawut Poonpiriya,ChutimonChuengcharoensukyingChanonSantinatornkulTeeradonSupapunpinyoEisayaHosuwanThanethWarakulnukrohSarinratThomasEgoMikitasPasinKuansatapornSahajakBoonthanakitKanjanaVinaipanid,Thailand,"June 1, 2018",2017,TV-MA,130 min,"Dramas, International Movies, Thrillers",A top student gets pulled into a cheating racket with increasingly higher risks and even higher rewards But she may lose much more than she gains,
s4842,Tv Show,November 13 Attack on Paris,unknown,unknown,France,"June 1, 2018",2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Survivors and first responders share personal stories of anguish kindness and bravery that unfolded amid the Paris terror attacks of Nov 13 2015,
s4843,Movie,Outside In,Lynn Shelton,JayDuplassEdieFalcoKaitlynDeverBenSchwartzLouisHobsonAlyciaDelmorePamelaReedMattMalloyAaronBlakely,United States,"June 1, 2018",2018,TV-MA,110 min,"Dramas, Independent Movies",After serving time for a crime he didnt commit a 38yearold man forms a complicated lifealtering bond with the woman who advocated for his early release,
s4844,Movie,Pedal the World,Felix Starck,FelixStarck,Germany,"June 1, 2018",2015,TV-MA,85 min,"Documentaries, International Movies, Sports Movies",Over the course of one memorable and adventurefilled year Felix Starck documents his 18000kilometer bicycle journey across 22 countries,
s4845,Tv Show,Unbreakable Kimmy Schmidt,unknown,EllieKemperJaneKrakowskiTitussBurgessCarolKane,United States,"May 30, 2018",2019,TV-14,4 Seasons,TV Comedies,When a woman is rescued from a doomsday cult and lands in New York City she must navigate a world she didnt think even existed anymore,
s4846,Tv Show,Arrested Development,unknown,JasonBatemanPortiadeRossiWillArnettMichaelCeraAliaShawkatTonyHaleDavidCrossJeffreyTamborJessicaWalterRonHoward,United States,"May 29, 2018",2019,TV-MA,5 Seasons,TV Comedies,Its the Emmywinning story of a wealthy family that lost everything and the one son who had no choice but to keep them all together,
s4847,Tv Show,The Break with Michelle Wolf,unknown,unknown,United States,"May 27, 2018",2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",Nobodys safe as Michelle Wolf unapologetically takes aim in this weekly topical show that blends sketches with live comedy and instudio guests,
s4848,Movie,Saras Notebook,Norberto Lpez Amado,BelnRuedaMarianlvarezIvnMendesManoloCardonaNickDevlinFlorinOpritescu,Spain,"May 26, 2018",2018,TV-MA,117 min,"Dramas, International Movies, Thrillers",A naive Madrid lawyer travels to Africa to search for her younger sister who has gone missing in a part of Congo plagued by violence and strife,
s4849,Tv Show,Something in the Rain,unknown,SonYejinJungHaeinJangSoyeon,South Korea,"May 26, 2018",2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Reunited with her best friends younger brother whos back from a stint abroad a recently dumped career woman begins to see him in a new light,
s4850,Movie,Fernando Sanjiao Hombre,Ral Campos Jan Suter,FernandoSanjiao,Argentina,"May 25, 2018",2018,TV-MA,63 min,Stand-Up Comedy,Argentine actor and comedian Fernando Sanjiao uses humor and impersonations to explore the concepts of masculinity and fatherhood in modern times,
s4851,Movie,Ibiza,Alex Richanbach,GillianJacobsVanessaBayerPhoebeRobinsonRichardMaddenMichaelaWatkinsFlixGmez,United States,"May 25, 2018",2018,TV-MA,94 min,"Comedies, Romantic Movies",When Harper is sent to Spain for an important work meeting her hardpartying friends tag along and convince her to pursue a fling with a famous DJ,
s4852,Movie,Steve Martin and Martin Short An Evening You Will Forget for the Rest of Your Life,Marcus Raboy,SteveMartinMartinShort,United States,"May 25, 2018",2018,TV-14,74 min,Stand-Up Comedy,Longtime pals and showbiz icons Steve Martin and Martin Short share countless quips catchy tunes and hilarious stories about their lives in comedy,
s4853,Tv Show,Trollhunters,unknown,KelseyGrammerAntonYelchinCharlieSaxtonLexiMedranoFredTatascioreClancyBrownMarkHamillRonPerlmanStevenYeunAmyLandeckerJonathanHydeAnjelicaHustonLenaHeadeyDavidBradleyTomKennyLaraineNewmanGreyGriffinJamesPurefoy,"United States, Mexico","May 25, 2018",2018,TV-Y7,3 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",After uncovering a mysterious amulet an average teen assumes an unlikely destiny and sets out to save two worlds Created by Guillermo del Toro,
s4854,Tv Show,Mob Psycho 100,unknown,TatsuomiHamadaKazukiNamiokaYukiYodaAyumuMochizukiAtsushiAraiAkioOtsukaMoroMorooka,Japan,"May 22, 2018",2018,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",Theres an organization gathering espers for a nefarious purpose Powerful psychic Mob however is just trying to be the protagonist of his own life,
s4855,Movie,Tig Notaro Happy To Be Here,Tig Notaro,TigNotaro,United States,"May 22, 2018",2018,TV-14,58 min,Stand-Up Comedy,Comedian Tig Notaro unleashes her inner prankster in a playful standup special packed with funny anecdotes parenting confessions and more,
s4856,Movie,Catching Feelings,Kagiso Lediga,KagisoLedigaPearlThusiAkinOmotosoAndrewBuckland,South Africa,"May 18, 2018",2018,TV-MA,117 min,"Comedies, International Movies, Romantic Movies",Amid growing tensions in their marriage a Johannesburg professor and his journalist wife find their lives upended by a famous hardpartying author,
s4857,Tv Show,Dance  Sing with True,unknown,MichelaLuciJamieWatsonAnnaClaireBartlamDanteZeeEricPeterson,unknown,"May 18, 2018",2018,TV-Y,1 Season,Kids' TV,True and her friends are making music  and they want you to dance and sing along So cut loose silly goose These fun beats are totally sweet,
s4858,Tv Show,Inspector Gadget,unknown,IvanSherryTaraStrongMartinRoachScottMcCordLyonSmithDerekMcGrath,"Canada, United States, France","May 18, 2018",2017,TV-Y7,4 Seasons,"Crime TV Shows, Kids' TV, TV Comedies",Inspector Gadget is back and must face his old enemy the evil Dr Claw who has reactivated MAD his global crime syndicate,
s4859,Movie,Katt Williams American Hustle The Movie,Brit McAdams,KattWilliamsDaBratSnoopDoggTamalaJonesJeremyPivenLudacrisMelanieComarchoRedGrantAlphonsoMcauleyDamaineRadcliffTaranKillam,United States,"May 17, 2018",2007,TV-MA,89 min,Stand-Up Comedy,An aspiring actor leaves Hollywood and takes to the road to do standup after hes cast in a series of increasingly stereotypical black roles,
s4860,Movie,Food on the Go,Mercedes Cordova,unknown,"Argentina, Italy","May 16, 2018",2017,TV-MA,66 min,"Documentaries, International Movies",Epicureans and experts trace the migration of Italian cuisine and its evolution in the Americas delving into the ideas of origin diaspora and heritage,
s4861,Movie,Aiyaary,Neeraj Pandey,SidharthMalhotraManojBajpayeeRakulPreetSinghPoojaChopraAdilHussainKumudMishraNaseeruddinShahAnupamKherVikramGokhaleJuhiBabbar,India,"May 15, 2018",2018,TV-MA,158 min,"Action & Adventure, Dramas, International Movies",When his protg goes rogue and poses a grave threat to the government he serves a veteran officer of the Indian Army tries to stop him at all costs,
s4862,Movie,Lupin the 3rd The Castle of Cagliostro Special Edition,Hayao Miyazaki,YasuoYamadaKiyoshiKobayashiEikoMasuyamaMakioInoueGoroNayaSumiShimamotoTaroIshidaKoheiMiyauchiIchiroNagai,Japan,"May 15, 2018",1979,PG-13,100 min,"Action & Adventure, Anime Features, Classic Movies",Lupin his sidekick Jigen and the samurai warrior Goemon set out to take over an evil counterfeit operation at Count Cagliostros fortress,
s4863,Tv Show,Saint Seiya The Lost Canvas,unknown,TetsuyaKakiharaHiroShimonoAyaHiranoAtsushiAbeSanaeKobayashiKentaMiyakeTomohiroTsuboiNanaMizukiShigeruChiba,Japan,"May 15, 2018",2009,TV-MA,1 Season,"Anime Series, International TV Shows",This anime adventure follows the battle between a saint of Athena and an avatar of Hades whos working on a painting that could destroy the world,
s4864,Movie,Ali Wong Hard Knock Wife,Jay Karas,AliWong,United States,"May 13, 2018",2018,TV-MA,64 min,Stand-Up Comedy,Two years after the hit Baby Cobra Ali Wong is back with another baby bump  and a torrent of hilarious truths about marriage and motherhood,
s4865,Movie,Spivak,Anthony Abrams Adam Larson Broder,MichaelBacallMaggieLawsonEldenHensonRobertKazinskyMarkWebberChloeWepper,United States,"May 12, 2018",2017,TV-MA,92 min,"Comedies, Independent Movies",Struggling writer Wally Spivak is stuck in a rut  until he meets an engaged couple and starts to see life in a whole new way,
s4866,Tv Show,Bill Nye Saves the World,unknown,BillNyeKarlieKlossDerekMullerEmilyCalandrelliNazeemHussainJoannaHausmann,United States,"May 11, 2018",2018,TV-14,3 Seasons,Stand-Up Comedy & Talk Shows,Emmywinning host Bill Nye brings experts and famous guests to his lab for a talk show exploring scientific issues that touch our lives,
s4867,Movie,Carlos Ballarta Furia era,Ral Campos Jan Suter,CarlosBallarta,Mexico,"May 11, 2018",2018,TV-MA,63 min,Stand-Up Comedy,Mexican comic Carlos Ballarta mocks himself and points out the absurdities of parenthood and how he uses his wifes pregnancies to avoid commitments,
s4868,Tv Show,Evil Genius,Trey Borzillieri Barbara Schroeder,unknown,United States,"May 11, 2018",2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, TV Mysteries",This baffling true crime story starts with the grisly death of a pizza man who robs a bank with a bomb around his neck  and gets weirder from there,
s4869,Movie,The Kissing Booth,Vince Marcello,JoeyKingJoelCourtneyJacobElordiMollyRingwald,"United Kingdom, United States","May 11, 2018",2018,TV-14,105 min,"Comedies, Romantic Movies",When teenager Elles first kiss leads to a forbidden romance with the hottest boy in high school she risks her relationship with her best friend,
s4870,Tv Show,The Who Was Show,unknown,HaleyTjuAdamHochstetterKirrileeBergerLillaCrawfordBentleyGreenZachTimsonAndrewDalyHJonBenjamin,United States,"May 11, 2018",2018,TV-PG,1 Season,"Kids' TV, TV Comedies",Fresh voices bring some of the most famous names in history to life A liveaction sketch comedy show based on the series of bestselling books,
s4871,Movie,Hari Kondabolu Warn Your Relatives,Bobcat Goldthwait,HariKondabolu,United States,"May 8, 2018",2018,TV-MA,67 min,Stand-Up Comedy,Hari Kondabolu breaks down identity politics celebrity encounters his mango obsession and more in an unpredictable standup comedy special,
s4872,Movie,My Fuhrer,Dani Levy,HelgeSchneiderUlrichMheSylvesterGrothAdrianaAltarasStefanKurtUlrichNoethenLambertHamelUdoKroschwaldTorstenMichaelisAxelWerner,Germany,"May 7, 2018",2007,TV-14,91 min,"Comedies, International Movies",Germanys most celebrated actor is commissioned by Nazi propagandist Joseph Goebbels to prepare the leader of the Third Reich to deliver a speech,
s4873,Movie,Family Blood,Sonny Mallhi,JamesRansoneVinessaShawAjionaAlexusColinFord,United States,"May 5, 2018",2018,TV-MA,92 min,Horror Movies,A former addict moves to a new city with her children for a fresh start but her struggle soon takes on an unexpected supernatural dimension,
s4874,Movie,Pup Star World Tour,Robert Vince,JedRessMakenzieMossDenisseOjedaReggieDeLeonDavidDeLuiseKaitlynMaherJorgeDiazGeorgeNewbernDiedrichBaderMackenzieSol,"Canada, Japan, United States","May 5, 2018",2018,G,87 min,"Children & Family Movies, Comedies, Music & Musicals",Talented pooches from around the world compete to be the next Pup Star but behindthescenes schemes threaten to ruin the fun,
s4875,Tv Show,A Little Help with Carol Burnett,unknown,CarolBurnettRussellPetersMarkCubanTarajiPHensonBrittanySnowWandaSykesDerekHoughBillyEichnerLisaKudrowCandaceCameronBureDJKhaledTonyHaleJulieBowen,United States,"May 4, 2018",2018,TV-G,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",Comedy icon Carol Burnett returns to TV with a panel of clever kids who help adults and celebrity guests solve their problems with brutal honesty,
s4876,Movie,Anon,Andrew Niccol,CliveOwenAmandaSeyfriedColmFeoreSonyaWalgerMarkOBrienJoePingueIddoGoldbergSebastianPigottRachelRobertsEthanTavares,"United Kingdom, Canada, United States, Germany","May 4, 2018",2018,TV-MA,100 min,"Dramas, Sci-Fi & Fantasy, Thrillers",In a future where technology has rendered privacy obsolete a detective investigates a serial assassin who has been deleted from all visual records,
s4877,Movie,Dany Boon Des Hauts De France,Isabelle Nanty,DanyBoon,France,"May 4, 2018",2018,TV-MA,113 min,Stand-Up Comedy,In an eclectic oneman show French superstar Dany Boon reflects on his homeland his first comedy gig and the challenges of parenting hostile teens,
s4878,Movie,End Game,Rob Epstein Jeffrey Friedman,unknown,United States,"May 4, 2018",2018,TV-PG,40 min,Documentaries,Facing an inevitable outcome terminally ill patients meet extraordinary medical practitioners seeking to change our approach to life and death,
